GeneID	padj	pvalue	lfcSE	log2FoldChange	Symbol	EnsemblGeneID
91942	0.75840714	1.14e-01	0.1112	-0.1759655	NDUFAF2	ENSG00000164182
117283	0.75840714	1.14e-01	0.663	1.0478584	IP6K3	ENSG00000161896
8763	0.75840714	1.14e-01	0.1499	-0.2368965	CD164	ENSG00000135535
221937	0.75840714	1.14e-01	0.1851	0.292421	FOXK1	ENSG00000164916
64792	0.75840714	1.14e-01	0.2069	0.3272319	IFT22	ENSG00000128581
54108	0.75840714	1.14e-01	0.1003	-0.1584126	CHRAC1	ENSG00000104472
1902	0.75840714	1.14e-01	0.1283	0.2027892	LPAR1	ENSG00000198121
89944	0.75840714	1.14e-01	0.4077	0.6450769	GLB1L2	ENSG00000149328
387885	0.75840714	1.13e-01	0.3998	0.6329268	CFAP73	ENSG00000186710
688	0.75840714	1.14e-01	0.1678	-0.2650094	KLF5	ENSG00000102554
9306	0.75840714	1.14e-01	0.1325	-0.2092405	SOCS6	ENSG00000170677
79709	0.75840714	1.14e-01	0.2172	0.3436155	COLGALT1	ENSG00000130309
10437	0.75840714	1.14e-01	0.1754	0.2772052	IFI30	ENSG00000216490
7621	0.75840714	1.14e-01	0.356	0.5622457	ZNF70	ENSG00000187792
8846	0.75846174	1.14e-01	0.1025	-0.1618289	ALKBH1	ENSG00000100601
10289	0.75900484	1.15e-01	0.1046	-0.1651205	EIF1B	ENSG00000114784
7168	0.75900484	1.15e-01	0.2922	0.4610722	TPM1	ENSG00000140416
105376806	0.75906005	1.15e-01	0.5074	0.7986792	LOC105376806	
81788	0.75906005	1.15e-01	0.2852	0.448942	NUAK2	ENSG00000163545
64432	0.75906005	1.16e-01	0.103	-0.1620598	MRPS25	ENSG00000131368
23158	0.75906005	1.16e-01	0.1045	-0.1643133	TBC1D9	ENSG00000109436
6189	0.75906005	1.16e-01	0.1539	-0.2421064	RPS3A	ENSG00000145425
9794	0.75906005	1.15e-01	0.1291	0.2035735	MAML1	ENSG00000161021
54435	0.75906005	1.15e-01	0.476	-0.7507448	HCG4	
60468	0.75906005	1.15e-01	0.4879	0.7680226	BACH2	ENSG00000112182
50862	0.75906005	1.16e-01	0.1206	-0.189744	RNF141	ENSG00000110315
54733	0.75906005	1.16e-01	0.2456	0.3864735	SLC35F2	ENSG00000110660
2012	0.75906005	1.15e-01	0.2486	0.3919166	EMP1	ENSG00000134531
10956	0.75906005	1.16e-01	0.1124	0.1769126	OS9	ENSG00000135506
65110	0.75906005	1.15e-01	0.1316	0.207198	UPF3A	ENSG00000169062
112849	0.75906005	1.16e-01	0.4139	0.6512767	L3HYPDH	ENSG00000126790
102723354	0.75906005	1.16e-01	0.3706	-0.5829682	LINC02298	
63928	0.75906005	1.15e-01	0.537	0.8465325	CHP2	ENSG00000166869
51090	0.75906005	1.15e-01	0.273	-0.4297354	PLLP	ENSG00000102934
8405	0.75906005	1.15e-01	0.1192	-0.1878537	SPOP	ENSG00000121067
1455	0.75906005	1.15e-01	0.2912	0.4587221	CSNK1G2	ENSG00000133275
8744	0.75906005	1.15e-01	0.3744	0.5906647	TNFSF9	ENSG00000125657
7074	0.75906005	1.15e-01	0.2042	0.3221303	TIAM1	ENSG00000156299
3054	0.75906005	1.16e-01	0.2253	0.3543957	HCFC1	ENSG00000172534
283788	0.75906005	1.15e-01	0.4588	-0.7232551	LOC283788	
124401	0.75920123	1.16e-01	0.4654	0.731922	ANKS3	ENSG00000168096
54873	0.76041854	1.16e-01	0.1453	-0.2282643	PALMD	ENSG00000099260
55083	0.76041854	1.16e-01	0.5913	0.9286954	KIF26B	ENSG00000162849
3111	0.76041854	1.16e-01	0.6515	-1.0229636	HLA-DOA	ENSG00000204252
1124	0.76041854	1.16e-01	0.3753	-0.589325	CHN2	ENSG00000106069
109136579	0.76041854	1.16e-01	0.3945	0.619598	TALAM1	ENSG00000289740
55731	0.76041854	1.16e-01	0.1467	0.2303569	FAM222B	ENSG00000173065
94009	0.76041854	1.16e-01	0.2574	0.4044251	SERHL	ENSG00000172250
63940	0.76146902	1.17e-01	0.232	0.3639928	GPSM3	ENSG00000213654
55205	0.76146902	1.17e-01	0.2068	0.3245112	ZNF532	ENSG00000074657
7769	0.76146902	1.17e-01	0.164	-0.2572856	ZNF226	ENSG00000167380
5264	0.76228072	1.17e-01	0.1778	-0.2788375	PHYH	ENSG00000107537
54995	0.76275566	1.17e-01	0.1317	-0.2061402	OXSM	ENSG00000151093
8723	0.76275566	1.17e-01	0.1472	-0.2305225	SNX4	ENSG00000114520
59345	0.76275566	1.17e-01	0.2325	0.3643901	GNB4	ENSG00000114450
107986298	0.76275566	1.17e-01	0.1496	-0.2343074	LOC107986298	
2801	0.76275566	1.17e-01	0.1266	0.198363	GOLGA2	ENSG00000167110
22891	0.76275566	1.17e-01	0.3967	-0.6216004	ZNF365	ENSG00000138311
51075	0.76275566	1.17e-01	0.1279	-0.2003053	TMX2	ENSG00000213593
10443	0.76275566	1.17e-01	0.1342	-0.2101187	N4BP2L2	ENSG00000244754
222487	0.76275566	1.17e-01	0.201	0.314882	ADGRG3	ENSG00000182885
403340	0.76275566	1.17e-01	0.413	-0.6466589	MGC70870	
128218	0.7631202	1.18e-01	0.2215	-0.3458131	TMEM125	ENSG00000179178
3716	0.7631202	1.19e-01	0.1134	0.1770493	JAK1	ENSG00000162434
178	0.7631202	1.18e-01	0.1436	-0.2246764	AGL	ENSG00000162688
55249	0.7631202	1.18e-01	0.0672	-0.1051812	YY1AP1	ENSG00000163374
3485	0.7631202	1.18e-01	0.2858	0.4469277	IGFBP2	ENSG00000115457
8864	0.7631202	1.18e-01	0.2218	0.3466369	PER2	ENSG00000132326
353274	0.7631202	1.18e-01	0.1872	0.2922871	ZNF445	ENSG00000185219
8365	0.7631202	1.18e-01	0.4143	-0.6478983	H4C8	ENSG00000158406
253769	0.7631202	1.18e-01	0.3053	0.4768875	WDR27	ENSG00000184465
5728	0.7631202	1.18e-01	0.1251	-0.1955051	PTEN	ENSG00000171862
8861	0.7631202	1.18e-01	0.1856	0.2901216	LDB1	ENSG00000198728
144100	0.7631202	1.18e-01	0.1558	-0.2437219	PLEKHA7	ENSG00000166689
747	0.7631202	1.18e-01	0.3631	0.5670619	DAGLA	ENSG00000134780
10233	0.7631202	1.18e-01	0.4344	0.6789349	LRRC23	ENSG00000010626
1272	0.7631202	1.18e-01	0.3838	-0.5993145	CNTN1	ENSG00000018236
8683	0.7631202	1.18e-01	0.0821	-0.1284785	SRSF9	ENSG00000111786
58517	0.7631202	1.18e-01	0.1365	0.2132384	RBM25	ENSG00000119707
112268148	0.7631202	1.18e-01	0.2821	-0.4404786	LOC112268148	
55135	0.7631202	1.18e-01	0.2632	0.4116086	WRAP53	ENSG00000141499
51226	0.7631202	1.18e-01	0.1878	-0.2932056	COPZ2	ENSG00000005243
147841	0.76454502	1.19e-01	0.5234	0.816459	SPC24	ENSG00000161888
10424	0.76456327	1.19e-01	0.1184	-0.1846265	PGRMC2	ENSG00000164040
39	0.76456327	1.19e-01	0.2517	0.392301	ACAT2	ENSG00000120437
81575	0.76456327	1.19e-01	0.2707	0.4220824	APOLD1	ENSG00000178878
54916	0.76456327	1.19e-01	0.1391	-0.2169076	TMEM260	ENSG00000070269
613037	0.76456327	1.19e-01	0.522	0.8139844	NPIPB13	ENSG00000198064
23443	0.76469159	1.20e-01	0.1625	-0.2527595	SLC35A3	ENSG00000117620
3749	0.76469159	1.20e-01	0.3267	0.5082536	KCNC4	ENSG00000116396
10390	0.76469159	1.20e-01	0.1398	-0.2175944	CEPT1	ENSG00000134255
100129480	0.76469159	1.20e-01	0.1707	-0.2656334	MKRN2OS	ENSG00000225526
2766	0.76469159	1.20e-01	0.3155	-0.490911	GMPR	ENSG00000137198
441263	0.76469159	1.19e-01	0.278	0.4331676	DTX2P1-UPK3BP1-PMS2P11	ENSG00000265479
54780	0.76469159	1.19e-01	0.1499	-0.2334291	NSMCE4A	ENSG00000107672
10175	0.76469159	1.19e-01	0.1164	-0.18129	CNIH1	ENSG00000100528
255762	0.76469159	1.20e-01	0.1519	-0.2364018	PDZD9	ENSG00000155714
90576	0.76469159	1.20e-01	0.2227	-0.3465331	ZNF799	ENSG00000196466
84705	0.76469159	1.20e-01	0.2203	0.342974	GTPBP3	ENSG00000130299
1287	0.76469159	1.19e-01	0.1435	0.2236081	COL4A5	ENSG00000188153
90167	0.76469159	1.20e-01	0.1677	-0.2609807	FRMD7	ENSG00000165694
47	0.76544481	1.20e-01	0.1627	0.2530707	ACLY	ENSG00000131473
4610	0.765821	1.20e-01	0.4403	0.6844442	MYCL	ENSG00000116990
54620	0.765821	1.20e-01	0.2588	0.4022496	FBXL19	ENSG00000099364
54815	0.76622084	1.20e-01	0.1697	0.2637536	GATAD2A	ENSG00000167491
4882	0.76638458	1.20e-01	0.5519	0.8574439	NPR2	ENSG00000159899
4172	0.7677317	1.21e-01	0.1231	0.191126	MCM3	ENSG00000112118
132158	0.76794511	1.21e-01	0.513	0.7961181	GLYCTK	ENSG00000168237
7157	0.76794511	1.21e-01	0.1922	0.2983497	TP53	ENSG00000141510
388611	0.76891808	1.21e-01	0.6025	0.9344198	CD164L2	ENSG00000174950
11278	0.76891808	1.21e-01	0.2701	0.418903	KLF12	ENSG00000118922
4077	0.76966097	1.21e-01	0.0968	-0.150039	NBR1	ENSG00000188554
4854	0.77057627	1.21e-01	0.417	0.6461566	NOTCH3	ENSG00000074181
9656	0.77227582	1.22e-01	0.2351	0.3639101	MDC1	ENSG00000137337
23251	0.77227582	1.22e-01	0.5797	0.8973028	MINAR1	ENSG00000169330
9403	0.77303328	1.22e-01	0.1128	-0.1744343	SELENOF	ENSG00000183291
65267	0.77303328	1.22e-01	0.4459	-0.6897599	WNK3	ENSG00000196632
100233156	0.77362139	1.22e-01	0.3357	0.5191642	LOC100233156	
493911	0.77408412	1.22e-01	0.2805	-0.4334916	PHOSPHO2	ENSG00000144362
221806	0.77408412	1.22e-01	0.4896	0.7566721	VWDE	ENSG00000146530
348110	0.77408412	1.22e-01	0.1514	0.2340049	ARPIN	ENSG00000242498
126282	0.77408412	1.22e-01	0.5046	0.7796302	TNFAIP8L1	ENSG00000185361
8725	0.77408412	1.22e-01	0.115	-0.1776891	URI1	ENSG00000105176
2048	0.77458404	1.25e-01	0.2686	0.4123967	EPHB2	ENSG00000133216
10946	0.77458404	1.24e-01	0.0919	-0.1415133	SF3A3	ENSG00000183431
9783	0.77458404	1.24e-01	0.3737	-0.5750191	RIMS3	ENSG00000117016
101060684	0.77458404	1.26e-01	0.3302	0.5050457	NBPF26	ENSG00000273136
284618	0.77458404	1.24e-01	0.2205	0.3389545	RUSC1-AS1	ENSG00000225855
79590	0.77458404	1.24e-01	0.1212	-0.1864422	MRPL24	ENSG00000143314
642946	0.77458404	1.23e-01	0.4986	0.7692423	FLVCR1-DT	ENSG00000198468
55699	0.77458404	1.23e-01	0.0925	-0.1425647	IARS2	ENSG00000067704
128178	0.77458404	1.23e-01	0.2152	0.3320576	EDARADD	ENSG00000186197
6936	0.77458404	1.24e-01	0.1487	-0.228895	GCFC2	ENSG00000005436
130355	0.77458404	1.24e-01	0.1882	-0.2894839	C2orf76	ENSG00000186132
101927027	0.77458404	1.25e-01	0.3017	0.4629826	CHROMR	ENSG00000223960
10477	0.77458404	1.24e-01	0.1203	0.1852454	UBE2E3	ENSG00000170035
51602	0.77458404	1.25e-01	0.1409	-0.2159907	NOP58	ENSG00000055044
4705	0.77458404	1.24e-01	0.0877	-0.134837	NDUFA10	ENSG00000130414
8545	0.77458404	1.25e-01	0.1284	-0.197214	CGGBP1	ENSG00000163320
51421	0.77458404	1.24e-01	0.2194	0.3371873	AMOTL2	ENSG00000114019
100287290	0.77458404	1.24e-01	0.3837	0.5896597	LOC100287290	
29945	0.77458404	1.26e-01	0.1368	-0.2094648	ANAPC4	ENSG00000053900
84142	0.77458404	1.24e-01	0.1914	-0.2942855	ABRAXAS1	ENSG00000163322
11044	0.77458404	1.25e-01	0.1929	0.2960246	TENT4A	ENSG00000112941
51194	0.77458404	1.26e-01	0.1408	-0.2153691	IPO11	ENSG00000086200
9972	0.77458404	1.23e-01	0.1379	-0.2129459	NUP153	ENSG00000124789
8831	0.77458404	1.24e-01	0.3611	0.55492	SYNGAP1	ENSG00000197283
64771	0.77458404	1.26e-01	0.1124	-0.1718494	ILRUN	ENSG00000196821
9820	0.77458404	1.24e-01	0.2707	0.4168181	CUL7	ENSG00000044090
1915	0.77458404	1.24e-01	0.1211	-0.186363	EEF1A1	ENSG00000156508
26575	0.77458404	1.25e-01	0.4441	-0.6821207	RGS17	ENSG00000091844
101927668	0.77458404	1.26e-01	0.362	0.5536849	LOC101927668	
55536	0.77458404	1.25e-01	0.3243	0.4977489	CDCA7L	ENSG00000164649
55069	0.77458404	1.25e-01	0.0682	-0.1047698	TMEM248	ENSG00000106609
54441	0.77458404	1.23e-01	0.3732	0.5758013	STAG3L1	ENSG00000290951
101928451	0.77458404	1.26e-01	0.6206	0.9492967	LOC101928451	
136332	0.77458404	1.26e-01	0.7504	1.1478017	LRGUK	ENSG00000155530
136306	0.77458404	1.23e-01	0.3344	0.5152951	SVOPL	ENSG00000157703
2339	0.77458404	1.24e-01	0.0968	-0.1489257	FNTA	ENSG00000168522
687	0.77458404	1.25e-01	0.2619	-0.4014641	KLF9	ENSG00000119138
23196	0.77458404	1.23e-01	0.1255	-0.1933147	FAM120A	ENSG00000048828
80013	0.77458404	1.24e-01	0.1575	-0.242331	MINDY3	ENSG00000148481
54541	0.77458404	1.25e-01	0.1993	0.3053725	DDIT4	ENSG00000168209
9124	0.77458404	1.24e-01	0.165	0.253629	PDLIM1	ENSG00000107438
1488	0.77458404	1.25e-01	0.0597	-0.0915473	CTBP2	ENSG00000175029
51287	0.77458404	1.23e-01	0.105	-0.1618386	COA4	ENSG00000181924
26127	0.77458404	1.24e-01	0.1685	-0.2590644	FGFR1OP2	ENSG00000111790
144165	0.77458404	1.25e-01	0.1668	-0.2558284	PRICKLE1	ENSG00000139174
3853	0.77458404	1.24e-01	0.2217	0.3406768	KRT6A	ENSG00000205420
283450	0.77458404	1.25e-01	0.1738	0.266495	HECTD4	ENSG00000173064
1102	0.77458404	1.23e-01	0.1865	-0.2876106	RCBTB2	ENSG00000136161
3091	0.77458404	1.24e-01	0.2018	0.3106724	HIF1A	ENSG00000100644
91750	0.77458404	1.24e-01	0.207	-0.3188511	LIN52	ENSG00000205659
7249	0.77458404	1.25e-01	0.2181	0.3349634	TSC2	ENSG00000103197
5493	0.77458404	1.26e-01	0.1716	0.2626083	PPL	ENSG00000118898
9516	0.77458404	1.23e-01	0.1208	-0.1863624	LITAF	ENSG00000189067
440353	0.77458404	1.25e-01	0.5307	0.8139624	NPIPB12	
10294	0.77458404	1.25e-01	0.0959	-0.1472186	DNAJA2	ENSG00000069345
999	0.77458404	1.24e-01	0.1312	0.2017509	CDH1	ENSG00000039068
124491	0.77458404	1.26e-01	0.1605	-0.2458048	TMEM170A	ENSG00000166822
57707	0.77458404	1.24e-01	0.1243	0.1912669	MEAK7	ENSG00000140950
653562	0.77458404	1.25e-01	0.4089	0.6272564	SLC6A10PB	
3728	0.77458404	1.26e-01	0.2864	0.4380583	JUP	ENSG00000173801
29893	0.77458404	1.24e-01	0.1308	-0.2014168	PSMC3IP	ENSG00000131470
1825	0.77458404	1.26e-01	0.2167	0.3315765	DSC3	ENSG00000134762
23556	0.77458404	1.26e-01	0.1108	-0.1696958	PIGN	ENSG00000197563
25914	0.77458404	1.26e-01	0.2467	0.3775063	RTTN	ENSG00000176225
90649	0.77458404	1.26e-01	0.2809	0.4297009	ZNF486	ENSG00000256229
5536	0.77458404	1.23e-01	0.1519	0.2340319	PPP5C	ENSG00000011485
147947	0.77458404	1.24e-01	0.1385	-0.2133266	ZNF542P	ENSG00000290720
388789	0.77458404	1.25e-01	0.1365	-0.2094568	SMIM26	ENSG00000232388
90196	0.77458404	1.26e-01	0.171	-0.2618756	SYS1	ENSG00000204070
9185	0.77458404	1.24e-01	0.1471	-0.2264037	REPS2	ENSG00000169891
9968	0.77458404	1.25e-01	0.1608	0.2465296	MED12	ENSG00000184634
7805	0.77474485	1.27e-01	0.8506	1.2979918	LAPTM5	ENSG00000162511
29957	0.77474485	1.26e-01	0.181	-0.2766745	SLC25A24	ENSG00000085491
59349	0.77474485	1.27e-01	0.131	-0.1998493	KLHL12	ENSG00000117153
128387	0.77474485	1.27e-01	0.1606	-0.2450034	TATDN3	ENSG00000203705
10472	0.77474485	1.27e-01	0.1404	-0.2144796	ZBTB18	ENSG00000179456
26122	0.77474485	1.26e-01	0.1605	-0.2453565	EPC2	ENSG00000135999
84239	0.77474485	1.27e-01	0.1817	-0.2774398	ATP13A4	ENSG00000127249
79694	0.77474485	1.27e-01	0.1799	-0.2745406	MANEA	ENSG00000172469
5796	0.77474485	1.27e-01	0.2151	0.3281812	PTPRK	ENSG00000152894
222236	0.77474485	1.27e-01	0.1789	-0.2732959	NAPEPLD	ENSG00000161048
401397	0.77474485	1.27e-01	0.1309	-0.1998641	SMIM30	ENSG00000214194
84190	0.77474485	1.26e-01	0.1715	-0.2620768	METTL25	ENSG00000127720
50515	0.77474485	1.27e-01	0.1875	0.2861938	CHST11	ENSG00000171310
29091	0.77474485	1.27e-01	0.6808	-1.0393295	STXBP6	ENSG00000168952
6166	0.77474485	1.26e-01	0.1018	-0.1554908	RPL36AL	ENSG00000165502
339318	0.77474485	1.27e-01	0.1904	-0.2907463	ZNF181	ENSG00000197841
58491	0.77474485	1.27e-01	0.3502	0.5350268	ZNF71	ENSG00000197951
3476	0.77474485	1.27e-01	0.1219	-0.1861673	IGBP1	ENSG00000089289
55128	0.77532332	1.27e-01	0.1049	-0.1599015	TRIM68	ENSG00000167333
23020	0.77569153	1.27e-01	0.1295	0.197492	SNRNP200	ENSG00000144028
100288077	0.77579417	1.27e-01	0.4791	-0.7302936	WTAPP1	ENSG00000255282
515	0.77582644	1.28e-01	0.1144	-0.17425	ATP5PB	ENSG00000116459
11019	0.77582644	1.28e-01	0.1904	-0.290164	LIAS	ENSG00000121897
164	0.77582644	1.28e-01	0.1246	-0.1899035	AP1G1	ENSG00000166747
100128890	0.77642035	1.28e-01	0.4058	-0.6180478	FAM66B	ENSG00000215374
93380	0.77792655	1.28e-01	0.1261	-0.1919207	MMGT1	ENSG00000169446
1040	0.77825431	1.28e-01	0.1373	-0.2087933	CDS1	ENSG00000163624
400027	0.77825431	1.28e-01	0.2473	-0.3761298	LINC00938	
1827	0.77825431	1.28e-01	0.1975	0.3004911	RCAN1	ENSG00000159200
9913	0.7786663	1.28e-01	0.0846	-0.1286652	SUPT7L	ENSG00000119760
84069	0.77934085	1.31e-01	0.3755	0.5663937	PLEKHN1	ENSG00000187583
1263	0.77934085	1.30e-01	0.4727	0.7153402	PLK3	ENSG00000173846
26994	0.77934085	1.31e-01	0.1131	-0.1706928	RNF11	ENSG00000123091
9295	0.77934085	1.31e-01	0.1148	0.1732556	SRSF11	ENSG00000116754
100873932	0.77934085	1.29e-01	0.3494	-0.5305014	DPYD-AS1	ENSG00000232878
56950	0.77934085	1.30e-01	0.1768	0.2679607	SMYD2	ENSG00000143499
388743	0.77934085	1.29e-01	0.5177	-0.7865609	CAPN8	ENSG00000203697
9453	0.77934085	1.29e-01	0.1658	-0.2515802	GGPS1	ENSG00000152904
9540	0.77934085	1.32e-01	0.1865	0.2812657	TP53I3	ENSG00000115129
25885	0.77934085	1.31e-01	0.1857	0.2804453	POLR1A	ENSG00000068654
151011	0.77934085	1.30e-01	0.1604	-0.2428193	SEPTIN10	ENSG00000186522
116372	0.77934085	1.31e-01	0.366	-0.5529364	LYPD1	ENSG00000150551
643072	0.77934085	1.29e-01	0.3174	-0.4823861	BAZ2B-AS1	ENSG00000224152
6120	0.77934085	1.31e-01	0.1119	-0.1690824	RPE	ENSG00000197713
389136	0.77934085	1.29e-01	0.2602	0.3949101	VGLL3	ENSG00000206538
768239	0.77934085	1.30e-01	0.6698	-1.0137363	PSAPL1	ENSG00000178597
1977	0.77934085	1.30e-01	0.1091	-0.1651248	EIF4E	ENSG00000151247
10252	0.77934085	1.31e-01	0.4123	0.6225429	SPRY1	ENSG00000164056
102157402	0.77934085	1.30e-01	0.1522	-0.2303834	AK6	ENSG00000085231
80230	0.77934085	1.31e-01	0.1188	-0.1795406	RUFY1	ENSG00000176783
892	0.77934085	1.31e-01	0.1469	-0.222011	CCNC	ENSG00000112237
79624	0.77934085	1.32e-01	0.1593	-0.2402676	ARMT1	ENSG00000146476
154043	0.77934085	1.31e-01	0.2944	-0.4439829	CNKSR3	ENSG00000153721
8871	0.77934085	1.30e-01	0.1975	0.2992899	SYNJ2	ENSG00000078269
7978	0.77934085	1.32e-01	0.2557	-0.3856572	MTERF1	ENSG00000127989
389668	0.77934085	1.29e-01	0.6691	1.0154184	XKR9	ENSG00000221947
91147	0.77934085	1.31e-01	0.304	0.4585166	TMEM67	ENSG00000164953
8453	0.77934085	1.29e-01	0.1161	-0.1762813	CUL2	ENSG00000108094
3778	0.77934085	1.30e-01	0.5521	-0.8358801	KCNMA1	ENSG00000156113
57678	0.77934085	1.31e-01	0.2139	0.3226916	GPAM	ENSG00000119927
100506233	0.77934085	1.30e-01	0.2635	-0.3987728	RAB30-DT	
1798	0.77934085	1.31e-01	0.1323	-0.2000479	DPAGT1	ENSG00000172269
23426	0.77934085	1.31e-01	0.2174	0.3285347	GRIP1	ENSG00000155974
5829	0.77934085	1.30e-01	0.1743	0.2637014	PXN	ENSG00000089159
650669	0.77934085	1.31e-01	0.4874	0.7363219	GAS6-AS1	
64112	0.77934085	1.30e-01	0.1716	-0.2597584	MOAP1	ENSG00000165943
9318	0.77934085	1.31e-01	0.1209	-0.1828695	COPS2	ENSG00000166200
57538	0.77934085	1.30e-01	0.3838	0.5814128	ALPK3	ENSG00000136383
54820	0.77934085	1.30e-01	0.1613	0.2441444	NDE1	ENSG00000072864
10801	0.77934085	1.30e-01	0.1982	0.2999274	SEPTIN9	ENSG00000184640
339231	0.77934085	1.31e-01	0.2332	0.3525232	ARL16	ENSG00000214087
9146	0.77934085	1.30e-01	0.2331	0.3527546	HGS	ENSG00000185359
56907	0.77934085	1.31e-01	0.1266	0.1911548	SPIRE1	ENSG00000134278
80000	0.77934085	1.30e-01	0.4415	-0.6688755	GREB1L	ENSG00000141449
494470	0.77934085	1.30e-01	0.3759	0.5691601	RNF165	ENSG00000141622
9525	0.77934085	1.32e-01	0.1463	-0.2206523	VPS4B	ENSG00000119541
84823	0.77934085	1.31e-01	0.1916	0.2894412	LMNB2	ENSG00000176619
126321	0.77934085	1.29e-01	0.2991	0.4535469	MFSD12	ENSG00000161091
65249	0.77934085	1.30e-01	0.3499	0.5304481	ZSWIM4	ENSG00000132003
163131	0.77934085	1.30e-01	0.1926	-0.2917959	ZNF780B	ENSG00000128000
54102	0.77934085	1.30e-01	0.2735	0.4140578	CLIC6	ENSG00000159212
8568	0.77934085	1.31e-01	0.2386	0.360359	RRP1	ENSG00000160214
25786	0.77934085	1.29e-01	0.3495	0.5302189	DGCR11	ENSG00000273311
6899	0.77934085	1.32e-01	0.3069	0.4628383	TBX1	ENSG00000184058
2130	0.77934085	1.29e-01	0.1081	0.163912	EWSR1	ENSG00000182944
8563	0.77934085	1.31e-01	0.1465	0.2212046	THOC5	ENSG00000100296
55964	0.77934085	1.30e-01	0.5045	-0.7636535	SEPTIN3	ENSG00000100167
107987392	0.77934085	1.29e-01	0.2974	-0.4510424	LOC107987392	
26160	0.77938839	1.32e-01	0.3063	0.4618222	IFT172	ENSG00000138002
8802	0.78006332	1.32e-01	0.1506	-0.2268687	SUCLG1	ENSG00000163541
57520	0.78006332	1.32e-01	0.3003	-0.4520308	HECW2	ENSG00000138411
6364	0.78006332	1.32e-01	0.3803	0.5729041	CCL20	ENSG00000115009
51567	0.78006332	1.32e-01	0.1448	-0.218016	TDP2	ENSG00000111802
27242	0.78006332	1.32e-01	0.1524	-0.2293792	TNFRSF21	ENSG00000146072
222229	0.78006332	1.32e-01	0.3424	0.5153136	LRWD1	ENSG00000161036
100128822	0.78006332	1.32e-01	0.2932	-0.4414081	LINC01003	ENSG00000261455
80256	0.78006332	1.32e-01	0.2959	0.4454463	ATOSB	ENSG00000005238
1106	0.78006332	1.32e-01	0.1695	0.2551942	CHD2	ENSG00000173575
1353	0.78006332	1.32e-01	0.1309	-0.1973166	COX11	ENSG00000166260
10147	0.78006332	1.32e-01	0.1496	0.2252082	SUGP2	ENSG00000064607
54707	0.78088621	1.33e-01	0.172	0.2586264	GPN2	ENSG00000142751
2275	0.78088621	1.33e-01	0.3998	0.601177	FHL3	ENSG00000183386
29081	0.78088621	1.33e-01	0.127	-0.1907272	METTL5	ENSG00000138382
440926	0.78088621	1.33e-01	0.1212	-0.1820534	H3P6	
727936	0.78088621	1.33e-01	0.288	0.4326756	GXYLT2	ENSG00000172986
101927171	0.78088621	1.33e-01	0.3913	-0.5877482	LINC01564	ENSG00000235899
115004	0.78088621	1.33e-01	0.3871	0.5812845	CGAS	ENSG00000164430
152007	0.78088621	1.33e-01	0.2741	0.4119254	GLIPR2	ENSG00000122694
84909	0.78088621	1.33e-01	0.1602	0.2405949	AOPEP	ENSG00000148120
9743	0.78088621	1.33e-01	0.1257	0.189048	ARHGAP32	ENSG00000134909
90381	0.78088621	1.33e-01	0.5153	0.7744274	TICRR	ENSG00000140534
79008	0.78088621	1.33e-01	0.2335	0.3508725	SLX1B	ENSG00000181625
548593	0.78088621	1.33e-01	0.261	0.3925642	SLX1A	ENSG00000132207
58525	0.78088621	1.33e-01	0.2738	0.4115947	WIZ	ENSG00000011451
8099	0.78127195	1.33e-01	0.1017	-0.1526311	CDK2AP1	ENSG00000111328
106821730	0.78127195	1.33e-01	0.2194	0.3292746	BUB1B-PAK6	ENSG00000137843
653645	0.78127195	1.33e-01	0.1702	-0.2555226	TBC1D3P1-DHX40P1	ENSG00000267104
9696	0.7814423	1.34e-01	0.4817	0.7220506	CROCC	ENSG00000058453
93974	0.7814423	1.36e-01	0.1008	-0.1501952	ATP5IF1	ENSG00000130770
5690	0.7814423	1.36e-01	0.1062	0.1583356	PSMB2	ENSG00000126067
64175	0.7814423	1.37e-01	0.1854	0.2759961	P3H1	ENSG00000117385
54834	0.7814423	1.34e-01	0.1036	-0.1551223	GDAP2	ENSG00000196505
1893	0.7814423	1.36e-01	0.3623	0.5407554	ECM1	ENSG00000143369
1465	0.7814423	1.37e-01	0.2376	0.3530396	CSRP1	ENSG00000159176
23175	0.7814423	1.35e-01	0.2354	0.3515797	LPIN1	ENSG00000134324
11037	0.7814423	1.37e-01	0.4312	-0.6418828	STON1	ENSG00000243244
100526767	0.7814423	1.35e-01	0.1155	-0.1726538	RNF103-CHMP3	ENSG00000249884
100874111	0.7814423	1.34e-01	0.3226	0.4836455	STEAP3-AS1	ENSG00000229867
6508	0.7814423	1.35e-01	0.5468	0.8163317	SLC4A3	ENSG00000114923
84864	0.7814423	1.36e-01	0.145	-0.2161049	RIOX2	ENSG00000170854
11342	0.7814423	1.34e-01	0.1763	-0.2642096	RNF13	ENSG00000082996
26511	0.7814423	1.37e-01	0.1662	-0.2470645	CHIC2	ENSG00000109220
8492	0.7814423	1.38e-01	0.1097	-0.1629002	PRSS12	ENSG00000164099
10733	0.7814423	1.34e-01	0.4305	0.6444969	PLK4	ENSG00000142731
1047	0.7814423	1.35e-01	0.4379	-0.6547691	CLGN	ENSG00000153132
8974	0.7814423	1.34e-01	0.2169	0.3253926	P4HA2	ENSG00000072682
56104	0.7814423	1.38e-01	0.3935	0.58432	PCDHGB1	ENSG00000254221
